stashpoint_id,paid_bookings,total_revenue_gbp,net_revenue_gbp,bookings_30d,revenue_30d_gbp,bookings_90d,revenue_90d_gbp,avg_bags,cancelled
6ad330c0db2a,7,73.67,39.05,1,0.00,1,0.00,2.4,0
6ad6d35065c9,40,1042.75,716.22,5,82.97,15,243.07,3.1,1
6ade8382793b,27,389.81,245.88,0,0,0,0,2.6,8
6ae88b86a71e,25,311.17,180.71,0,0,0,0,1.8,5
6aeb82698895,98,1496.24,972.83,0,0,0,0,2.3,11
6aeb8e500f64,28,343.35,213.35,0,0,0,0,1.9,17
6aebaff6a3c8,55,1049.71,653.84,3,63.47,7,150.03,3.6,6
6aeef743dc69,51,769.41,473.64,0,0,0,0,2.5,14
6af0ed9270fe,3,85.04,54.43,0,0,0,0,5.0,1
6af576fbc06b,0,0,0,0,0,0,0,0,3
6afcc3f886c2,1,13.73,6.87,0,0,0,0,3.0,0
6b045577624a,1,10.73,6.14,0,0,1,10.73,2.0,0
6b0f260ee9b7,24,408.59,275.97,2,26.39,8,137.09,3.1,1
6b18886a8c7a,969,13875.50,7958.52,65,838.52,152,1999.13,2.1,47
6b2889c1a432,1,3.56,2.70,1,3.56,1,3.56,1.0,0
6b30f4310b2a,1,37.86,19.84,0,0,0,0,3.0,0
6b34212eff77,53,506.67,317.09,7,34.56,14,76.67,2.1,3
6b427b21712c,3,64.02,40.02,0,0,0,0,3.7,0
6b4a002feac2,164,2398.28,1447.18,0,0,0,0,2.4,18
6b5855a5e9f1,10,103.40,66.42,0,0,0,0,1.8,8
6b6024a865b5,1,3.55,2.69,0,0,1,3.55,1.0,0
6b640c41e7ce,57,708.31,449.16,3,22.82,7,74.52,2.0,1
6b675931e469,70,932.54,696.48,2,18.95,4,31.47,2.2,11
6b6ea4f400a4,1,22.97,15.26,0,0,0,0,4.0,0
6b79450026cb,63,732.05,434.29,0,0,0,0,2.0,3
6b7b39a69c9f,314,4552.74,2803.64,9,87.91,26,290.81,2.3,14
6b7b915eb197,57,802.14,477.73,7,80.70,12,197.53,2.8,7
6b827cc58b06,2,13.80,9.92,0,0,0,0,1.0,5
6b867d3ea747,265,2584.92,1334.47,9,74.51,41,361.55,1.5,22
6b877821def1,9,183.10,136.33,1,6.34,1,6.34,3.1,13
6b8987e817a6,1,10.47,7.40,0,0,1,10.47,2.0,0
6b8dbc815694,127,1676.80,1043.89,48,760.16,92,1264.27,2.4,7
6b90ffd7d557,2,47.00,30.18,0,0,0,0,4.5,1
6b9392d1efc2,3,19.74,9.64,0,0,0,0,1.3,0
6b9556059014,1,3.57,2.70,0,0,1,3.57,1.0,0
6b96f9e62644,12,97.91,11.81,1,11.21,4,35.01,1.6,4
6ba2439d7a33,2,83.29,61.36,0,0,0,0,1.5,0
6ba2ef5c60b4,12,158.17,99.01,0,0,0,0,2.4,5
6baa3ca8e2cb,19,94.88,75.88,3,12.95,18,90.74,1.2,1
6bac239e9a4f,1,29.23,20.50,0,0,1,29.23,6.0,0
6bb2af14864e,1,4.92,2.72,0,0,0,0,1.0,0
6bba1701619c,97,1432.90,905.90,0,0,0,0,2.3,12
6bd29db6f5eb,11,190.30,120.05,0,0,0,0,1.8,0
6be2271881c9,1,0.00,-10.45,0,0,0,0,3.0,0
6bec759cc69c,3,64.65,41.13,0,0,1,18.95,4.0,0
6bef4cd90818,8,99.08,61.56,0,0,0,0,2.1,5
6bf624050695,30,379.55,243.55,2,30.20,6,56.02,2.0,4
6bfcc83a59bb,21,245.64,157.83,1,12.26,4,56.90,2.3,3
6c03b06e0c01,13,197.08,123.87,0,0,0,0,2.7,2
6c043e8499d0,47,675.76,439.94,0,0,2,18.98,2.2,5
6c0b72255da6,93,1121.42,702.82,17,223.96,39,451.75,2.2,1
6c0bb2e70145,9,116.73,71.11,0,0,0,0,2.6,2
6c21437833f4,5,88.26,44.78,0,0,0,0,4.0,0
6c22a3f7e2dd,102,1174.04,540.65,0,0,0,0,2.6,4
6c22d415ce20,4,51.22,24.22,0,0,0,0,3.0,6
6c29c872195a,9,61.89,48.97,0,0,0,0,1.4,2
6c2d6d8d36e1,20,212.38,124.11,0,0,0,0,2.0,0
6c34cf2eff39,547,7642.41,4920.41,37,363.15,96,1076.20,2.2,30
6c377e6482a8,38,433.35,233.90,0,0,2,10.96,1.7,2
6c3a07182d83,7,48.41,37.21,0,0,0,0,1.6,0
6c4192479219,6,41.26,25.26,0,0,0,0,1.3,11
6c433b84120f,19,231.12,144.93,0,0,0,0,2.2,6
6c4ee7d9ab93,4,20.53,16.27,0,0,0,0,1.3,1
6c66b29590df,30,412.41,286.59,0,0,0,0,2.1,5
6c7474c69317,2,17.36,10.92,0,0,0,0,1.5,3
6c7c9f7aa0a9,3,40.25,25.25,0,0,0,0,2.0,1
6c849d67cefe,11,120.40,73.32,0,0,0,0,2.0,4
6c8baede58ea,6,74.35,39.91,0,0,0,0,2.7,3
6c8d161a230c,75,1003.45,644.67,0,0,1,16.90,2.3,18
6c8ea4be903f,27,759.99,519.52,0,0,3,91.26,2.6,6
6c93fa77bf14,77,904.08,514.29,0,0,0,0,2.2,2
6ca365be8ba4,2,16.23,8.12,0,0,0,0,2.0,0
6caa11be54ed,96,1117.80,582.30,0,0,0,0,1.7,12
6cb044ecfd1b,4,60.88,33.41,0,0,0,0,3.3,4
6cc0f01c7a12,2,15.89,9.58,0,0,0,0,1.5,2
6cc654744472,22,352.89,227.40,3,33.15,5,57.90,3.2,5
6ce1320020cc,15,263.90,172.31,1,5.78,1,5.78,3.1,0
6ce1b04b6ea5,122,1870.77,1192.21,0,0,4,80.35,2.8,9
6ce388741674,6,97.38,61.29,0,0,0,0,2.8,4
6ceebb9e9a71,66,741.97,452.78,0,0,1,10.37,1.9,10
6d03793c8586,2,47.23,24.06,0,0,0,0,3.0,1
6d0bf3c97828,1,5.34,3.42,0,0,0,0,1.0,1
6d0c92f5e5cf,4,87.82,49.32,0,0,0,0,4.3,0
6d18f7fbd91a,108,1220.58,641.87,6,36.74,17,101.53,1.5,0
6d1d97f205a2,117,1651.02,890.43,0,0,0,0,2.2,11
6d2b91cee5df,755,8556.46,4337.87,0,0,0,0,1.9,31
6d31c6f4db37,11,138.77,88.22,0,0,0,0,2.4,1
6d44745a91a0,4,55.55,39.93,0,0,0,0,2.0,1
6d469f733155,0,0,0,0,0,0,0,0,6
6d542a6cbb77,14,220.70,136.97,0,0,0,0,2.2,3
6d68b1b85853,1,4.77,4.77,0,0,1,4.77,1.0,0
6d78e7a41d62,1,4.33,3.46,1,4.33,1,4.33,1.0,0
6d7ca081a698,1541,17447.22,9167.67,44,462.27,111,1200.68,1.6,60
6d7f190cb1c8,68,1182.43,616.64,0,0,4,31.10,2.3,10
6d7ff859686d,206,3278.93,1763.64,3,50.05,11,258.46,3.0,8
6d878f75557d,6,148.51,94.91,1,18.71,2,34.04,4.2,3
6d882bc45877,87,1593.27,1018.47,1,32.92,4,60.35,2.5,3
6d8d7044557f,0,0,0,0,0,0,0,0,1
6d9047b674c6,17,262.19,144.00,0,0,0,0,2.1,1
6d90b591751f,197,2022.30,1062.95,0,0,0,0,1.7,1
6d945db7b900,1,8.51,6.80,0,0,0,0,2.0,0
6d9c7a79dad5,1,11.45,7.51,0,0,0,0,2.0,1
6d9f8d02b2ac,17,222.53,144.15,0,0,0,0,2.4,2
6da6a79391ee,0,0,0,0,0,0,0,0,1
6da75cbaefd6,68,1545.35,506.85,8,144.90,21,409.13,1.7,6
6db1862f3fbc,94,1047.11,659.96,2,50.34,11,106.54,1.7,5
6db9e335b40c,16,818.64,558.11,1,104.98,4,280.16,2.7,2
6dbcf56d36e0,2,21.70,8.55,0,0,0,0,2.5,1
6dbf6db9748a,306,4052.77,2431.50,34,458.07,55,761.70,2.4,18
6dc04dc46963,26,218.31,135.31,0,0,0,0,1.3,9
6dcb281c44c8,1,5.68,3.58,0,0,0,0,1.0,1
6dde206c87da,676,14460.23,7625.52,5,61.79,25,288.96,2.4,37
6de5a626d4a1,35,1483.80,816.80,0,0,0,0,1.9,5
6de5ab8b2c9d,178,2699.27,1772.27,19,260.12,49,639.04,2.4,8
6dec6c090db2,3,34.34,16.25,0,0,0,0,2.7,3
6dffa67d79c6,1,11.41,7.18,0,0,0,0,2.0,0
6e03643a42cf,2,20.95,15.05,0,0,0,0,1.5,3
6e0ece990a56,5,29.65,22.88,0,0,1,8.68,1.6,1
6e0ef8d4bf5b,18,271.56,172.46,0,0,0,0,2.6,3
6e102522f46e,103,2304.86,1535.49,0,0,0,0,2.6,9
6e129c2aa251,3,27.34,16.79,0,0,1,8.67,1.7,1
6e14a61a5697,2,33.94,22.14,0,0,0,0,4.0,0
6e1611aeded1,294,4923.47,2887.41,2,27.36,5,54.72,2.9,15
6e1c132982a6,10382,140751.17,69967.21,69,910.00,224,3003.99,2.1,553
6e1fa26032f4,83,863.43,429.14,0,0,0,0,2.5,14
6e203146f884,39,528.52,348.94,5,88.57,12,159.78,2.5,2
6e257abbf00f,403,4313.25,1987.35,0,0,0,0,2.1,23
6e2e1290cb4a,65,1213.04,721.11,0,0,0,0,3.0,12
6e32e529e54e,1,16.80,13.42,0,0,0,0,1.0,0
6e3a770e5d0f,5,67.94,40.38,1,7.33,1,7.33,2.0,3
6e525cc37771,108,1742.79,1119.32,2,25.46,11,118.32,2.7,4
6e55ed1b9e95,1000,11743.43,7395.58,0,0,0,0,1.6,45
6e5890d071f2,0,0,0,0,0,0,0,0,2
6e591aaf06f6,24,490.54,319.51,0,0,0,0,1.4,10
6e5a3e73ac9d,33,468.81,282.18,0,0,0,0,2.6,2
6e7090e239a8,12,68.25,54.56,0,0,1,4.30,1.3,1
6e7c8190c1ea,71,1159.81,734.62,0,0,3,41.74,2.6,4
6e8044278ad2,1,0.00,-3.08,0,0,1,0.00,2.0,0
6e85c835dfd7,2,24.82,14.93,0,0,0,0,2.5,0
6e9a65f42e6b,3,12.77,10.21,0,0,0,0,1.0,0
6eae33385e23,13,192.12,122.91,1,4.87,3,35.53,2.2,2
6eaf7bdc1829,4,39.33,25.10,0,0,0,0,1.8,0
6eaf85ad2009,2,8.36,3.97,0,0,0,0,1.0,1
6eb45105731f,135,2133.67,1171.37,5,132.60,8,149.34,2.5,18
6ebad7ca236b,3,63.11,35.93,0,0,0,0,4.0,1
6ede13f6055a,89,1347.10,870.89,4,35.21,32,468.58,2.9,1
6edfda1d3c89,18,228.16,119.83,0,0,0,0,2.4,2
6eee111655cb,44,645.74,462.74,1,10.51,2,33.35,2.3,6
6ef1d7a3ad94,118,906.52,453.71,0,0,0,0,1.8,2
6ef5ad13922a,49,932.95,477.73,0,0,0,0,2.7,10
6efa46804e9f,1,5.35,3.50,0,0,0,0,1.0,0
6f0e334f2d08,5,223.44,163.42,0,0,3,40.96,7.8,0
6f169b288d15,51,1076.35,711.87,30,547.12,31,554.70,3.0,4
6f2ebaa1a743,7,103.91,77.73,2,43.41,4,73.25,2.6,0
6f3b5e3c6d72,10,214.57,118.39,0,0,1,5.48,2.0,3
6f3de5a9e188,48,690.11,389.15,0,0,0,0,2.6,1
6f3f1acefba6,0,0,0,0,0,0,0,0,2
6f3f811331ec,10,72.15,27.80,1,6.60,3,16.97,2.3,2
6f425107da6d,0,0,0,0,0,0,0,0,1
6f46a02e4633,1016,12441.80,7410.75,12,206.00,50,650.14,2.2,80
6f4e5689b690,3245,17662.96,10558.96,460,2670.25,1223,6672.96,1.0,82
6f5845d026c6,7,112.31,71.19,0,0,0,0,2.0,6
6f59b329716d,0,0,0,0,0,0,0,0,1
6f673c2158c2,6,66.40,47.94,0,0,0,0,1.7,3
6f7a2a576ad0,157,1470.00,764.85,0,0,0,0,1.5,12
6f7e4de153d5,2,12.77,7.13,0,0,0,0,1.5,0
6f86ffbce5aa,7,113.68,59.67,0,0,2,38.28,2.4,2
6f879aaee2b0,55,923.59,624.99,0,0,0,0,2.7,7
6f984d066522,2,25.49,14.38,0,0,0,0,3.0,0
6fa68efdcc85,1,4.80,2.76,0,0,0,0,1.0,1
6fb34124e4a9,1481,17743.45,9555.23,0,0,0,0,1.7,44
6fba29cc39c2,54,805.00,529.91,1,9.71,6,131.54,2.6,2
6fbc067e1641,1,5.30,3.09,0,0,0,0,1.0,1
6fc6c4b1d253,16,186.20,104.93,1,52.22,1,52.22,2.6,1
6fc80b5f1cf6,23,276.68,174.57,0,0,0,0,2.1,5
6fc8b7efd55e,1,19.85,11.58,0,0,0,0,4.0,2
6fd471fb1d88,62,540.00,292.50,0,0,0,0,1.5,2
700331137ac7,10,219.66,140.72,1,18.66,1,18.66,4.1,1
7005645e82ef,14,166.20,79.20,0,0,0,0,1.4,5
7019696e8c6f,36,510.74,309.59,0,0,0,0,2.7,6
703a31fe2364,53,747.06,454.62,0,0,0,0,2.6,10
703aac68ca69,0,0,0,0,0,0,0,0,1
703feb2f552e,118,1891.11,1245.45,8,112.51,25,400.28,2.9,5
7049a6eceb94,17,173.97,105.17,1,20.61,4,42.38,2.2,0
704d6849ee60,6,164.95,97.42,0,0,0,0,4.2,5
7056d0e58d8d,40,679.96,435.26,1,4.76,1,4.76,2.2,19
7056d94f951f,51,515.26,325.50,0,0,0,0,1.7,15
7060ad4ef712,1,4.14,3.31,0,0,0,0,1.0,0
70716405fd83,24,307.52,193.77,7,107.81,16,225.76,2.5,4
70750afd9408,1,19.88,15.68,0,0,0,0,1.0,0
7079498c6541,6,38.08,23.22,0,0,1,10.43,1.3,0
707c49ec8a67,4,39.20,22.06,0,0,0,0,2.0,0
707e0b31271e,28,307.35,178.48,1,21.63,3,72.52,2.3,4
709f5383a9cd,24,393.43,247.22,0,0,0,0,2.6,7
70a14b5349dc,0,0,0,0,0,0,0,0,1
70a1e43bcb42,23,403.04,220.63,0,0,0,0,1.9,3
70a69c6128a1,18,138.21,81.29,0,0,0,0,1.5,0
70ae670bf93b,10,101.63,53.11,0,0,0,0,2.3,2
70b0456bb587,7,79.05,52.12,0,0,0,0,2.0,2
70b18b6cbee8,3,68.10,41.27,0,0,0,0,3.3,2
70b3eb49f2bc,9,159.62,96.16,0,0,0,0,3.3,3
70ba76029b9d,82,1032.13,637.15,3,44.68,12,162.79,2.5,2
70c1d5dc80ab,4,58.78,33.87,0,0,0,0,2.3,1
70c23e78e65a,8,150.60,86.44,0,0,0,0,1.5,1
70c621089132,0,0,0,0,0,0,0,0,1
70ce09939e60,2,17.51,11.06,0,0,0,0,1.5,1
70e37fda4196,193,2530.70,1289.05,0,0,0,0,2.0,6
70e4bec2a9e6,0,0,0,0,0,0,0,0,0
70ef443ccf08,0,0,0,0,0,0,0,0,2
70f49cb9059e,645,7689.99,5008.71,12,184.62,87,1259.83,2.1,31
710231e774d3,17,229.73,135.91,0,0,0,0,2.1,1
71047c378178,61,602.05,304.78,0,0,0,0,2.0,9
7104a5a9ce63,22,315.05,171.42,0,0,0,0,3.0,5
7108963dd780,3,25.84,16.87,1,9.40,2,14.14,1.7,2
710ab5586d8d,4,40.25,25.02,0,0,0,0,1.8,0
710ee72c359f,1,7.14,5.40,1,7.14,1,7.14,2.0,0
711bd8052461,2,23.28,15.47,0,0,0,0,2.0,2
712488fe24a5,13,201.06,80.31,0,0,0,0,1.7,3
7128fc78e776,43,642.00,411.02,1,20.78,2,48.13,2.5,1
712b272522aa,8,109.93,68.39,0,0,1,6.59,2.4,0
712dfe87678c,113,1466.31,841.31,0,0,0,0,2.2,16
71399e44a3e6,30,560.09,335.29,0,0,0,0,2.9,2
71400d002bf5,2,20.04,12.54,0,0,0,0,1.5,0
7142f7b79098,6,71.59,46.39,0,0,1,10.96,1.8,1
714bf91a567f,13,219.89,141.97,0,0,0,0,1.8,2
7157e1ce4870,18,192.48,127.58,9,71.56,18,192.48,1.7,1
7161e6add1de,1,0.00,-4.15,0,0,0,0,2.0,0
716400230751,2,24.25,13.39,0,0,0,0,2.5,0
71646043c6a7,163,2301.32,1457.90,0,0,0,0,2.2,25
7174d25b6f8a,1,6.68,4.18,0,0,0,0,1.0,1
71801b04f23d,0,0,0,0,0,0,0,0,1
71872180d97d,1,4.36,3.49,0,0,0,0,1.0,0
7191702878f2,2,4.67,0.60,0,0,1,4.67,1.0,1
71920736dda3,3,28.17,16.74,0,0,0,0,2.0,0
71964c196591,48,601.25,306.48,5,37.08,11,113.45,2.4,2
719e1e16a462,12,99.06,56.74,0,0,0,0,1.7,4
719fa74d136a,8,55.31,33.36,4,24.81,4,24.81,1.3,3
71a769604f94,275,3683.53,1743.40,0,0,0,0,2.0,8
71ad970f7ab4,339,3520.70,1859.05,0,0,0,0,1.6,7
71b06eaedcdb,0,0,0,0,0,0,0,0,1
71bc81afabbb,12,172.02,108.24,0,0,0,0,2.5,5
71bda072d75c,1,3.54,2.68,1,3.54,1,3.54,1.0,0
71c3fd009553,7,73.40,46.11,0,0,0,0,2.0,0
71cd21a052dd,17,834.89,532.85,0,0,1,6.58,2.7,21
71d41fa784f6,54,1347.87,502.29,0,0,0,0,2.6,14
71d8bb6a1b30,30,510.38,334.73,0,0,0,0,2.5,2
71e0de2055a7,1,21.27,16.99,0,0,0,0,1.0,0
71ed1b712b2b,26,318.98,169.02,2,24.62,2,24.62,1.8,2
71f8e79ee193,237,3254.69,1704.59,8,109.12,20,279.52,1.9,13
720068d09b40,1,8.68,6.94,0,0,0,0,2.0,0
720d6275f8e1,7,86.32,54.21,0,0,0,0,2.6,1
72112e86edad,114,2294.96,1450.51,2,30.90,7,96.70,3.1,16
7214d6fbd79d,11,79.63,37.63,0,0,0,0,1.5,2
7214eb80da83,2,130.59,76.87,0,0,0,0,3.0,1
7227373e7106,3,34.64,22.95,0,0,0,0,1.7,8
723431b1d220,12,237.89,148.70,0,0,0,0,3.3,5
724016e83964,424,4580.85,2408.99,0,0,0,0,1.7,18
724055eeb34f,3,41.12,26.76,0,0,0,0,1.3,3
7241abe34eed,2,11.56,8.06,1,4.98,2,11.56,1.0,0
72467d193fd7,1277,13958.20,7730.50,0,0,0,0,1.7,32
724da0e0ef20,7,118.53,75.02,0,0,0,0,2.9,2
72571a9b3b8e,9,158.81,102.10,0,0,0,0,3.2,2
725783f715ea,283,4379.66,2432.04,6,98.29,35,537.62,2.6,7
7264b76a58a1,6,101.07,65.26,0,0,0,0,2.5,3
72778892fbf4,5,52.04,32.91,0,0,0,0,1.6,3
727799a117db,27,474.28,323.33,1,10.01,1,10.01,2.8,2
72797b7a216c,0,0,0,0,0,0,0,0,1
72812afe87e7,14,264.93,118.13,0,0,0,0,1.9,0
7283f578b088,11,133.84,86.70,5,78.52,10,127.16,2.1,0
7287cb8d79b0,1,0.99,-2.67,0,0,0,0,2.0,1
728ed2c70fe4,40,230.74,184.39,1,4.29,1,4.29,1.2,2
729105d9df3a,0,0,0,0,0,0,0,0,1
72b1cad86862,2,14.59,8.06,0,0,1,4.85,1.5,4
72b7eae6d32e,9,136.08,72.19,1,0.00,1,0.00,3.1,5
72c3b368ac6c,12,232.85,127.83,0,0,0,0,2.7,2
72cfd090b4d9,60,875.00,562.39,4,67.88,11,143.50,2.7,3
72d24f9b6abe,28,513.10,328.17,1,21.71,2,44.21,3.3,0
72d3d643f051,15,194.33,118.20,0,0,4,0.00,1.7,7
72d7f6e0b6b3,3,11.59,9.02,0,0,0,0,1.0,1
72ddc8bf79d7,29,228.03,81.10,0,0,0,0,2.0,4
72df04377a80,2,7.12,5.39,0,0,1,3.58,1.0,1
72e11cafe93b,947,15418.68,9913.06,66,1135.48,117,1911.89,2.4,47
72e3ae7e10db,2,63.95,45.37,2,63.95,2,63.95,6.0,0
72e48396fff9,12,259.92,147.90,0,0,0,0,2.2,7
72edaac1b00f,28,727.89,574.85,0,0,0,0,1.1,9
730571ff67ca,647,8299.64,5328.14,37,467.78,117,1419.42,1.9,11
73120048f303,1,9.70,6.02,0,0,0,0,2.0,0
73135ef210c6,0,0,0,0,0,0,0,0,2
7318a04760c6,1806,32348.83,17649.08,15,307.30,39,711.69,2.8,77
731c497d97f0,18,277.10,174.95,0,0,0,0,2.2,2
731eff6696a8,3,31.07,18.14,0,0,0,0,2.0,1
731f445f43f6,934,13285.93,8189.21,39,454.53,79,997.09,2.1,63
7321db31d696,1,5.14,2.98,0,0,0,0,1.0,1
73225a70e94e,59,838.54,498.48,0,0,0,0,2.6,16
73247fcae1e9,1,4.17,3.33,0,0,0,0,1.0,0
732fb570df55,2,19.00,12.44,0,0,0,0,2.0,0
7336b6246909,4,22.47,14.83,2,8.87,2,8.87,1.3,0
7341ec7f39fd,44,756.83,477.66,0,0,1,52.58,3.0,2
7343a1360d0c,46,710.54,473.39,1,36.48,3,118.44,2.2,0
7348dda71b1a,42,1147.48,731.51,0,0,0,0,2.3,4
734cea9819fc,67,1192.80,638.50,0,0,0,0,3.1,3
73568f9f7a10,19,147.52,116.77,1,13.00,2,17.31,1.2,1
735f5d39fa54,12,163.11,90.61,0,0,0,0,2.8,0
73676feb29dd,7,91.52,60.00,0,0,0,0,2.3,2
737bb8e1b2c2,2,16.39,10.49,0,0,0,0,1.5,0
737bc0bede08,2,14.20,8.53,0,0,0,0,1.5,1
737f08f96acb,19,314.19,205.11,2,16.93,4,58.47,2.9,0
73807180c336,35,418.61,263.01,1,4.72,2,10.35,1.9,2
738ba161afad,2,9.28,-0.93,0,0,0,0,2.0,1
738f9b3e5a92,31,194.25,155.15,0,0,1,4.33,1.4,6
7396803ebd64,9,128.02,92.75,0,0,0,0,1.9,7
7399b7baca65,0,0,0,0,0,0,0,0,1
73a2fb7d95c1,8,82.21,64.92,1,21.47,1,21.47,2.3,4
73a879c2dede,1,5.74,2.30,0,0,0,0,2.0,0
73a9ae595ac2,255,5020.12,3302.58,6,119.00,11,260.23,2.6,34
73b25154d3d4,1,13.74,9.87,0,0,0,0,2.0,0
73be5fabba9a,1,17.44,10.98,0,0,0,0,3.0,1
73c941facc31,7,104.06,66.48,0,0,1,5.62,2.7,2
73cf09873f05,4,57.90,40.02,0,0,0,0,2.3,1
73d24171d8fc,55,791.90,496.04,1,17.83,4,40.74,2.6,4
73d3c8f32f63,5,57.05,28.54,0,0,0,0,2.6,3
73d584dfe50f,4,68.85,37.29,0,0,0,0,3.3,0
73df5243d099,116,2271.48,1118.21,5,141.61,10,259.08,3.5,3
73e2ccde89dc,49,950.31,668.13,0,0,2,13.62,2.3,18
73e61462b244,3,24.35,13.47,0,0,0,0,1.7,5
73f64db37beb,2,23.44,12.74,0,0,0,0,2.5,0
73f75d8146d8,6,57.61,37.84,0,0,0,0,1.8,0
73fdfabe99d7,57,765.41,478.59,3,40.07,6,62.82,2.6,3
74072dba1b7d,608,9414.65,5855.60,10,106.32,15,164.62,2.4,57
74111809212e,0,0,0,0,0,0,0,0,4
74224b9c8186,1,13.36,8.36,0,0,0,0,2.0,2
74288ad160a7,67,943.32,600.52,18,203.45,31,360.45,2.3,1
7433ab9d7b0a,1,11.33,7.13,0,0,0,0,2.0,2
743c22c8510a,3,31.78,16.78,0,0,0,0,2.0,4
745cdfc866e7,10,120.10,61.61,0,0,0,0,2.1,2
7467cb07157a,328,6166.20,3859.51,22,378.85,48,787.86,2.9,25
746d61b39362,1,8.59,6.86,0,0,0,0,2.0,0
747df11b22b2,3,17.64,11.94,2,11.26,3,17.64,1.0,0
747f35ac0684,27,653.17,422.43,0,0,0,0,3.6,7
749ce9020e58,101,1420.05,884.35,5,54.37,7,71.81,2.2,6
749d33a1c977,1,5.56,3.25,0,0,0,0,1.0,4
74ba7b6406af,1,91.83,60.75,0,0,0,0,2.0,0
74d1d08e48b8,75,1448.61,899.14,1,11.17,1,11.17,3.1,3
74d57e307a7b,1,10.07,6.61,0,0,0,0,2.0,2
74d61260b967,2,22.04,13.30,2,22.04,2,22.04,2.5,0
74d671797bef,2,16.55,10.09,0,0,0,0,1.5,2
74db46dbce2f,21,281.01,175.61,4,33.78,11,112.21,2.2,1
74e1ee5b56a4,10,209.27,130.04,0,0,0,0,3.7,5
74ecb0064b35,1297,18171.91,9917.01,25,434.64,50,703.32,2.2,43
74edd751d84c,542,7175.96,4341.36,28,424.15,53,720.91,2.3,48
74ee846b36d3,9,109.74,21.15,0,0,0,0,2.2,3
74fe036f4e72,2081,24177.36,12978.06,0,0,0,0,1.9,95
7502b6167281,3,47.53,28.62,1,10.83,3,47.53,3.0,0
75090adc3d55,143,2391.66,1459.38,1,11.21,5,82.23,3.0,14
750ac38450b5,23,226.80,150.80,0,0,0,0,1.7,3
750bce3d2573,1,24.98,12.49,0,0,0,0,5.0,0
7512d5e69205,1,4.21,3.37,0,0,0,0,1.0,1
751b5e1ba67e,0,0,0,0,0,0,0,0,1
751d339be4fb,26,415.53,267.84,0,0,0,0,2.2,1
7522b1377cf6,27,502.38,314.28,0,0,0,0,2.8,5
7525750a39ba,9,142.72,90.20,0,0,0,0,2.2,0
7527773c62dd,144,2300.78,1266.83,0,0,0,0,2.3,5
752f7ad2a626,53,666.39,447.30,0,0,6,47.25,2.3,4
7532373ed696,12,152.72,97.28,0,0,0,0,2.3,3
75402704f7de,1,8.44,6.20,1,8.44,1,8.44,2.0,1
754c14d99feb,32,478.16,300.10,1,11.22,3,20.77,2.8,2
754e3140f118,119,2248.47,1436.32,4,56.86,10,118.13,2.8,8
755c46c66596,10,203.87,117.29,0,0,0,0,2.4,3
75607ac53f99,2120,23412.75,12334.20,66,730.67,187,1879.04,1.6,70
7560d5430e88,1,7.58,5.64,0,0,1,7.58,2.0,0
757340251a28,1427,15331.17,8111.43,63,575.07,154,1317.66,1.6,79
7587f554271a,78,1432.98,900.51,0,0,0,0,2.2,17
758d1bb6bc8f,2,17.42,8.71,0,0,0,0,2.0,0
7591a176a808,13,147.81,89.33,1,10.40,7,91.79,1.8,1
75929fec823f,230,2624.82,1412.15,0,0,0,0,1.7,7
759a8c81e874,87,1467.24,902.74,0,0,0,0,1.8,9
75a35a219606,19,326.03,209.17,0,0,0,0,3.3,2
75a91206fd07,1,18.82,13.89,0,0,0,0,4.0,0
75aa86e26974,0,0,0,0,0,0,0,0,1
75b591029889,5,74.53,50.42,2,30.14,2,30.14,2.4,0
75bd6854c36b,579,10564.09,5628.61,18,188.59,37,415.54,1.9,34
75c10844ef14,12,160.96,83.63,0,0,0,0,3.0,7
75c19a2793d9,5,83.64,54.80,0,0,0,0,2.8,1
75ca46407888,23,218.85,113.27,0,0,1,7.38,1.4,1
75da6e5bbb25,2,79.74,52.94,0,0,0,0,2.5,0
75dd35529175,31,440.05,220.21,0,0,0,0,2.7,3
75e97c3cd44d,8,86.36,39.05,1,18.87,4,43.17,3.3,0
75f0f1380f5c,0,0,0,0,0,0,0,0,0
75fc151e662e,11,161.58,102.32,0,0,1,10.78,2.5,3
75fc24476dc1,8,122.72,80.21,1,5.64,2,11.25,1.6,3
75fe676ebe4b,1,6.68,3.51,0,0,0,0,1.0,0
7604dd53fdb8,2,11.33,7.40,0,0,0,0,1.0,7
760532a519c4,6,99.65,64.19,0,0,0,0,2.5,2
760745331038,54,654.41,345.87,1,5.48,2,10.96,1.6,8
7621858ff7ef,10,95.22,35.73,0,0,0,0,2.2,0
7622383b1157,3,57.29,36.17,0,0,0,0,3.7,0
762ef64bc857,3,30.18,17.11,0,0,0,0,2.0,0
764773cfff46,9,143.20,82.56,0,0,0,0,3.1,7
76554ab5fd56,1,6.02,3.83,0,0,0,0,1.0,1
7667b6d3dbb7,1,29.30,23.41,0,0,0,0,1.0,0
768258de1a3b,340,5787.86,3689.44,21,255.40,36,408.30,2.6,29
768c9f13359b,9,146.36,80.56,0,0,0,0,3.6,1
7695f1a31c73,2,23.04,15.54,0,0,0,0,1.5,0
769c1e5dc4f6,896,13305.87,8711.08,16,199.66,50,687.83,2.1,68
76a40823a2ad,4,63.50,27.32,0,0,0,0,3.8,0
